"","CO","DIST","WLT_EQVL","WLT_INCM","WENR_ENR","adq_bud","regcode","distname","cox","distx","coname","SDA","optype","dfg","reg","BTY","ABBOTT","PRM_cpi","prm_feqa","prm_im","prm_evm","ENS_GRR","target"
"136",5,4930,842008053,226212034,714,10719172,2610,"SOUTHAMPTON TWP","05","4930","BURLINGTON",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"137",5,5010,229503566,61661860,223,3197530,3690,"SPRINGFIELD TWP","05","5010","BURLINGTON",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"138",5,5130,476422574,172433106,651,9238121,2610,"TABERNACLE TWP","05","5130","BURLINGTON",NA,"2","GH",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"139",5,5490,100258069,22569301,58,867181,NA,"WASHINGTON TWP","05","5490","BURLINGTON",NA,"0","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"140",5,5720,862659156,211153957,1042,15922300,4320,"WESTAMPTON","05","5720","BURLINGTON",NA,"2","GH",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"141",5,5805,1896265923,643218926,3683,66523495,NA,"WILLINGBORO TWP","05","5805","BURLINGTON",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"142",5,5890,105094475,21908280,131,1925584,2610,"WOODLAND TWP","05","5890","BURLINGTON",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"143",7,150,733760894,285201627,1303,19088712,NA,"AUDUBON BORO","07","0150","CAMDEN",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"144",7,160,21005351,12678251,93,1495403,NA,"AUDUBON BORO (AUDUBON PARK)","07","0160","CAMDEN",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"145",7,190,515388682,209333916,869,12855915,NA,"BARRINGTON BORO","07","0190","CAMDEN",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"146",7,260,565648401,197130716,1088,18358373,390,"BELLMAWR BORO","07","0260","CAMDEN",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"147",7,330,492414723,165649603,809,11555146,1255,"BERLIN BORO","07","0330","CAMDEN",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"148",7,340,658374056,162190258,849,13498565,NA,"BERLIN TWP","07","0340","CAMDEN",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"149",7,390,1783555293,695380784,4149,64274337,NA,"BLACK HORSE PIKE REGIONAL","07","0390","CAMDEN",NA,"5","DE",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"150",7,580,117235388,42881620,354,6285035,NA,"BROOKLAWN BORO","07","0580","CAMDEN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"151",7,680,1768469782,664940412,16182,314273591,NA,"CAMDEN CITY","07","0680","CAMDEN",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"152",7,700,NA,NA,2952,48335681,NA,"CAMDEN COUNTY VOCATIONAL","07","0700","CAMDEN",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"153",7,800,8701300955,3218263098,11490,167125212,NA,"CHERRY HILL TWP","07","0800","CAMDEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"154",7,810,85103047,27127620,135,2494546,NA,"CHESILHURST","07","0810","CAMDEN",NA,"0","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"155",7,880,256943149,108944874,660,11816496,NA,"CLEMENTON BORO","07","0880","CAMDEN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"156",7,940,1091635322,450701437,1870,28720370,NA,"COLLINGSWOOD BORO","07","0940","CAMDEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"157",7,1255,1564023798,585033498,2228,31357155,NA,"EASTERN CAMDEN COUNTY REG","07","1255","CAMDEN",NA,"5","GH",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"158",7,1720,184051506,53837727,255,3643425,1255,"GIBBSBORO BORO","07","1720","CAMDEN",NA,"2","FG",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"159",7,1770,537809333,202009259,2129,37487266,NA,"GLOUCESTER CITY","07","1770","CAMDEN",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"160",7,1780,3103377233,1232195219,6382,103934527,390,"GLOUCESTER TWP","07","1780","CAMDEN",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"161",7,1880,839417059,342793439,1039,14510864,NA,"HADDON HEIGHTS BORO","07","1880","CAMDEN",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"162",7,1890,1445289938,532125087,2078,29759161,NA,"HADDON TWP","07","1890","CAMDEN",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"163",7,1900,2410414871,962010539,2794,38012154,NA,"HADDONFIELD","07","1900","CAMDEN",NA,"3","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"164",7,2130,37671975,15161566,165,2777764,NA,"HI NELLA","07","2130","CAMDEN",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"165",7,2540,123910551,54711087,304,4665959,NA,"LAUREL SPRINGS BORO","07","2540","CAMDEN",NA,"1","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"166",7,2560,219304694,51384136,460,7875219,NA,"LAWNSIDE BORO","07","2560","CAMDEN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"167",7,2670,593767835,275103188,2938,57425333,NA,"LINDENWOLD BORO","07","2670","CAMDEN",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"168",7,2890,190497812,68851198,385,6290018,5035,"MAGNOLIA BORO","07","2890","CAMDEN",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"169",7,3110,250731789,109977101,629,9881676,NA,"MERCHANTVILLE BORO","07","3110","CAMDEN",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"170",7,3420,284720526,125721505,587,9000705,NA,"MOUNT EPHRAIM BORO","07","3420","CAMDEN",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"171",7,3770,283545147,115909823,487,7503461,NA,"OAKLYN BORO","07","3770","CAMDEN",NA,"1","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"172",7,4060,2419299811,751874649,5273,95793726,NA,"PENNSAUKEN TWP","07","4060","CAMDEN",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"173",7,4110,443088705,213702109,1663,28990274,NA,"PINE HILL BORO","07","4110","CAMDEN",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"174",7,4590,375727265,142535963,785,12522186,390,"RUNNEMEDE BORO","07","4590","CAMDEN",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"175",7,4790,250942246,83585709,465,7339718,5035,"SOMERDALE BORO","07","4790","CAMDEN",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"176",7,5035,338017055,127849676,940,14304959,NA,"STERLING HIGH SCHOOL DIST","07","5035","CAMDEN",NA,"5","DE",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"177",7,5080,313418346,135300909,714,11204738,5035,"STRATFORD BORO","07","5080","CAMDEN",NA,"2","DE",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"178",7,5140,17130325,NA,2,23392,NA,"HADDONFIELD (TAVISTOCK)","07","5140","CAMDEN",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"179",7,5400,2547308168,984230078,2863,41391398,1255,"VOORHEES TWP","07","5400","CAMDEN",NA,"2","I",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"180",7,5560,782259267,307128543,1502,22339928,NA,"WATERFORD TWP","07","5560","CAMDEN",NA,"1","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"181",7,5820,2717184674,990607609,4809,82881266,NA,"WINSLOW TWP","07","5820","CAMDEN",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"182",7,5900,73809790,36291056,575,11116421,NA,"WOODLYNNE BORO","07","5900","CAMDEN",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"183",9,170,9689183872,73197067,26,341165,NA,"AVALON BORO","09","0170","CAPE MAY",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"184",9,710,2197360539,67506059,126,1910798,2820,"CAPE MAY CITY","09","0710","CAPE MAY",NA,"1","CD",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"185",9,720,NA,NA,788,10913595,NA,"CAPE MAY CO VOCATIONAL","09","0720","CAPE MAY",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"186",9,730,507894270,6056327,3,33874,NA,"CAPE MAY POINT","09","0730","CAPE MAY",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"187",9,1080,918574101,177664930,715,10453237,NA,"DENNIS TWP","09","1080","CAPE MAY",NA,"2","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"188",9,2820,2900710115,256879043,1471,22696358,NA,"LOWER CAPE MAY REGIONAL","09","2820","CAPE MAY",NA,"4","B",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"189",9,2840,2326410708,275746716,1453,24178089,2820,"LOWER TWP","09","2840","CAPE MAY",NA,"1","B",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"190",9,3130,2799245030,461200148,2340,37498885,NA,"MIDDLE TWP","09","3130","CAPE MAY",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"191",9,3680,2786600021,88927942,191,3215920,NA,"NORTH WILDWOOD CITY","09","3680","CAPE MAY",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"192",9,3780,13064258506,464190186,1548,21872902,NA,"OCEAN CITY","09","3780","CAPE MAY",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"193",9,4700,5352420060,77038657,84,1284362,NA,"SEA ISLE CITY","09","4700","CAPE MAY",NA,"0","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"194",9,5060,5101961676,44887537,31,409519,NA,"STONE HARBOR BORO","09","5060","CAPE MAY",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"195",9,5340,1976278669,427069647,1988,27389094,NA,"UPPER TWP","09","5340","CAPE MAY",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"196",9,5610,414754561,24868511,72,1024056,2820,"WEST CAPE MAY BORO","09","5610","CAPE MAY",NA,"1","DE",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"197",9,5700,237613960,19497226,24,408912,NA,"WEST WILDWOOD","09","5700","CAPE MAY",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"198",9,5790,1483035517,72087465,803,15306233,NA,"WILDWOOD CITY","09","5790","CAPE MAY",NA,"3","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"199",9,5800,2286037629,100865182,266,4003471,NA,"WILDWOOD CREST BORO","09","5800","CAPE MAY",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"200",9,5840,153384421,28126297,253,4351676,NA,"WOODBINE BORO","09","5840","CAPE MAY",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"201",11,540,529658508,234278599,6277,123698758,NA,"BRIDGETON CITY","11","0540","CUMBERLAND",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"202",11,950,244980717,69762368,637,11560934,NA,"COMMERCIAL TWP","11","0950","CUMBERLAND",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"203",11,995,NA,NA,1735,24754468,NA,"CUMBERLAND CO VOCATIONAL","11","0995","CUMBERLAND",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"204",11,997,472826762,154020849,1115,17683274,NA,"CUMBERLAND REGIONAL","11","0997","CUMBERLAND",NA,"5","B",1,5,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"205",11,1020,137634383,50814759,247,4204283,997,"DEERFIELD TWP","11","1020","CUMBERLAND",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"206",11,1120,134028999,24765023,152,2424443,NA,"DOWNE TWP","11","1120","CUMBERLAND",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"207",11,1460,208413608,60680954,492,7735861,997,"FAIRFIELD TWP","11","1460","CUMBERLAND",NA,"2","A",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"208",11,1820,52239293,14070210,78,1229647,997,"GREENWICH TWP","11","1820","CUMBERLAND",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"209",11,2270,239470632,83894629,428,6404732,997,"HOPEWELL TWP","11","2270","CUMBERLAND",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"210",11,2570,226656130,67614506,496,8158111,NA,"LAWRENCE TWP","11","2570","CUMBERLAND",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"211",11,3050,278367057,65826872,489,7721426,NA,"MAURICE RIVER TWP","11","3050","CUMBERLAND",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"212",11,3230,1569686538,553426656,4883,87358327,NA,"MILLVILLE CITY","11","3230","CUMBERLAND",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"213",11,4750,26797015,7402297,48,724443,997,"HOPEWELL TWP (SHILOH BORO)","11","4750","CUMBERLAND",NA,"0","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"214",11,5070,85823378,30733496,114,1690383,997,"STOW CREEK TWP","11","5070","CUMBERLAND",NA,"2","CD",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"215",11,5300,431021578,135985446,777,13313287,997,"UPPER DEERFIELD TWP","11","5300","CUMBERLAND",NA,"2","B",NA,2,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"216",11,5390,3947168655,1371759278,10529,186830477,NA,"VINELAND CITY","11","5390","CUMBERLAND",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"217",13,250,3140850326,960759299,4642,83143874,NA,"BELLEVILLE TOWN","13","0250","ESSEX",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"218",13,410,4986082604,1600615910,6823,115058566,NA,"BLOOMFIELD TWP","13","0410","ESSEX",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"219",13,660,3649650572,962024568,2879,42475837,NA,"CALDWELL-WEST CALDWELL","13","0660","ESSEX",NA,"3","I",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"220",13,760,2366458665,701638402,1665,23838458,NA,"CEDAR GROVE TWP","13","0760","ESSEX",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"221",13,1210,3215572253,1038844010,10423,203584353,NA,"EAST ORANGE","13","1210","ESSEX",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"222",13,1390,NA,NA,3493,63702489,NA,"ESSEX CO VOC-TECH","13","1390","ESSEX",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"223",13,1400,535022846,263912233,236,3363199,5630,"ESSEX FELLS BORO","13","1400","ESSEX",NA,"1","J",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"224",13,1465,1681689254,211623112,676,9865031,5630,"FAIRFIELD TWP","13","1465","ESSEX",NA,"1","GH",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"225",13,1750,1856175358,717221706,1933,27424293,NA,"GLEN RIDGE BORO","13","1750","ESSEX",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"226",13,2330,2068678464,872333790,8400,165671578,NA,"IRVINGTON TOWNSHIP","13","2330","ESSEX",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"227",13,2730,8421488870,3066666961,6544,94221954,NA,"LIVINGSTON TWP","13","2730","ESSEX",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"228",13,3190,9973051418,4896695721,5040,72551047,NA,"MILLBURN TWP","13","3190","ESSEX",NA,"3","J",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"229",13,3310,7886315110,3300488230,7044,105251899,NA,"MONTCLAIR TOWN","13","3310","ESSEX",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"230",13,3570,14355812360,3649352247,56926,1154547544,NA,"NEWARK CITY","13","3570","ESSEX",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"231",13,3630,1005016662,442462196,671,9568890,5630,"NORTH CALDWELL BORO","13","3630","ESSEX",NA,"1","J",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"232",13,3750,4003096787,1233048352,4331,65174554,NA,"NUTLEY TOWN","13","3750","ESSEX",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"233",13,3880,1423555274,526311971,5544,114341587,NA,"CITY OF ORANGE TWP","13","3880","ESSEX",1,"3","A",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"234",13,4530,952085803,227817489,468,6774161,5630,"ROSELAND BORO","13","4530","ESSEX",NA,"1","I",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"235",13,4900,7463864881,2677948670,7688,116227916,NA,"SOUTH ORANGE-MAPLEWOOD","13","4900","ESSEX",NA,"3","I",1,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"236",13,5370,2545722757,849043528,2434,34664288,NA,"VERONA BORO","13","5370","ESSEX",NA,"3","I",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"237",13,5630,3509400860,897876541,1879,26744010,NA,"WEST ESSEX REGIONAL","13","5630","ESSEX",NA,"4","I",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"238",13,5680,6518515996,2274318662,7092,119587669,NA,"WEST ORANGE TOWN","13","5680","ESSEX",NA,"3","GH",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"239",15,860,485659702,197972565,1486,23423317,NA,"CLAYTON BORO","15","0860","GLOUCESTER",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"240",15,870,1428405474,598106931,2478,34811040,NA,"CLEARVIEW REGIONAL","15","0870","GLOUCESTER",NA,"4","FG",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"241",15,1100,2872762969,854226147,4135,65531822,NA,"DEPTFORD TWP","15","1100","GLOUCESTER",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"242",15,1180,707765928,283664177,1318,18358955,2440,"EAST GREENWICH TWP","15","1180","GLOUCESTER",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"243",15,1330,188068686,58586645,292,4507572,4940,"ELK TWP","15","1330","GLOUCESTER",NA,"1","",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"244",15,1590,693791542,256596304,1276,19805798,4940,"FRANKLIN TWP","15","1590","GLOUCESTER",NA,"1","CD",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"245",15,1715,412490351,169936332,1007,15498675,NA,"GATEWAY REGIONAL","15","1715","GLOUCESTER",NA,"4","CD",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"246",15,1730,1291001110,436281725,1923,31314775,NA,"GLASSBORO","15","1730","GLOUCESTER",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"247",15,1775,NA,NA,2167,28945785,NA,"GLOUCESTER CO VOCATIONAL","15","1775","GLOUCESTER",NA,"8","",NA,8,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"248",15,1830,788279878,138777690,520,8330695,NA,"GREENWICH TWP","15","1830","GLOUCESTER",NA,"2","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"249",15,2070,845613375,382304544,1361,19327109,870,"HARRISON TWP","15","2070","GLOUCESTER",NA,"1","GH",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"250",15,2440,1389506752,535505378,2992,41964480,NA,"KINGSWAY REGIONAL","15","2440","GLOUCESTER",NA,"4","FG",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"251",15,2750,1456838483,189209964,1044,15092155,NA,"LOGAN TWP","15","2750","GLOUCESTER",NA,"2","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"252",15,2990,755688966,289308660,1149,16956404,870,"MANTUA TWP","15","2990","GLOUCESTER",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"253",15,3280,2700142986,1009881941,5802,89179810,NA,"MONROE TWP","15","3280","GLOUCESTER",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"254",15,3490,90260079,37358963,261,4247620,1715,"NATIONAL PARK BORO","15","3490","GLOUCESTER",NA,"1","B",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"255",15,3580,133941466,41499932,278,4398672,NA,"NEWFIELD BORO","15","3580","GLOUCESTER",NA,"0","",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"256",15,4020,336509806,89723468,1125,21328820,NA,"PAULSBORO BORO","15","4020","GLOUCESTER",NA,"3","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"257",15,4140,620918721,276786101,1241,18167938,NA,"PITMAN BORO","15","4140","GLOUCESTER",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"258",15,4880,242926351,88502212,321,4603026,2440,"SOUTH HARRISON TWP","15","4880","GLOUCESTER",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"259",15,4940,842615429,299739953,1730,25519953,NA,"DELSEA REGIONAL H.S DIST.","15","4940","GLOUCESTER",NA,"4","CD",1,4,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"260",15,5120,775416054,294602592,1555,22614492,2440,"SWEDESBORO-WOOLWICH","15","5120","GLOUCESTER",NA,"1","DE",1,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"261",15,5500,4843595808,1741480349,7614,111710830,NA,"WASHINGTON TWP","15","5500","GLOUCESTER",NA,"3","FG",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"262",15,5590,114705915,57704645,150,2038538,1715,"WENONAH BORO","15","5590","GLOUCESTER",NA,"1","I",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"263",15,5620,2399337452,661705941,2995,45175948,NA,"WEST DEPTFORD TWP","15","5620","GLOUCESTER",NA,"3","DE",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"264",15,5740,128371007,48423555,331,5859164,1715,"WESTVILLE BORO","15","5740","GLOUCESTER",NA,"1","B",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"265",15,5860,631401083,216122669,1592,28606950,NA,"WOODBURY CITY","15","5860","GLOUCESTER",NA,"3","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"266",15,5870,147673310,53285639,247,3723501,1715,"WOODBURY HEIGHTS BORO","15","5870","GLOUCESTER",NA,"1","FG",NA,1,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"267",17,220,7105525864,1662005887,9778,178780311,NA,"BAYONNE CITY","17","0220","HUDSON",NA,"3","CD",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"268",17,1200,203050995,44888764,337,6961323,NA,"EAST NEWARK BORO","17","1200","HUDSON",NA,"2","A",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"269",17,1850,1193325756,325021638,1403,28224067,NA,"GUTTENBERG TOWN","17","1850","HUDSON",NA,"2","B",NA,3,NA,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
"270",17,2060,1450023116,390795057,2103,42458294,NA,"HARRISON TOWN","17","2060","HUDSON",1,"3","B",NA,3,1,0.017,7784341212,0.049819447,0.014523812,-0.000694,7911180840.14525
